date,home,away,text
2017-11-25,Huddersfield Town,Manchester City,"Christopher Schindler is Huddersfield’s best defender and the German makes a timely return from suspension, but it will still take something special for Huddersfield to neutralise the fearsome attacking power of Manchester City. David Wagner’s side have already toppled Manchester United at home this season but a repeat performance is a tall order against a City team who have won all of their away matches this season. Paul Doyle"
2017-12-01,Leicester City,Burnley FC,"The closest-looking game of the weekend with all three results eminently feasible, resurgent Leicester will expect to win it all the same after snuffing out the title ambitions of Spurs in midweek. Three places above them in sixth place, Burnley have had tougher away games already and apart from the loss at Manchester City have returned from the others with at least a point. Mark Tallentire"
2017-12-01,Everton FC,Huddersfield Town,"Sam Allardyce is still counting his lucky stars that he gets to take over a team with more points, 15, than games played, 14, and after watching the midweek win which made it so, is happy to have Oumar Niasse, Michael Keane and a full bench available to help offset fatigue. David Wagner says facing a new manager isn’t a ‘major problem’ as everybody is aware how he usually sets up. Mark Tallentire"
2017-12-01,Chelsea FC,Newcastle United,"Chelsea have dropped only two points since that slapdash defeat at Selhurst Park in October and can unleash Eden Hazard back into the fray after the Belgian featured for only nine minutes in the midweek win over Swansea. Newcastle, in contrast, have won only once since September and boast a solitary victory at Stamford Bridge since 1986. Their comeback at the Hawthorns on Tuesday offers some cause for optimism but Rafael Benítez, a Europa League winner as Chelsea’s interim manager, is braced for an awkward return. Dominic Fifield"
2017-12-01,Stoke City,Swansea,Mark Hughes has admitted this is a must-win match for Stoke City who badly need to reverse the downward spiral in which they seem locked. The same can be said of Paul Clement’s Swansea City who have failed to win in their past six attempts and for whom Wilfried Bony could not make a more timely return to form. Is December too early to talk about relegation six-pointers? Paul Doyle
2017-12-01,Brighton & Hove Albion,Liverpool FC,"Events off the field overshadowed Brighton’s stalemate with Crystal Palace on Tuesday, their fourth consecutive draw at home. Only Manchester City have left the Amex Stadium with three points this season. Jürgen Klopp made six changes for the win at Stoke on Wednesday and is likely to shuffle his pack again. After starting the past two games Alex Oxlade-Chamberlain is finding his feet at Anfield. Tim Knowles"
2017-12-01,Watford,Tottenham Hotspur,"In remarkably similar pre-match analyses Marco Silva stressed Watford, who have lost four of their last six, need to “be smart”, “more mature” and “make the right decisions”, while Mauricio Pochettino said Spurs, who have lost their last three away, must “be calm” and not “take decisions with emotion”. Only a win by six or more can stop Watford ending the day in eighth. Simon Burnton"
2017-12-01,Arsenal FC,Manchester United,Arsène Wenger will be disappointed to be without the services of Alexandre Lacazette but with Mesut Özil’s magical range of passing the manager can at least be confident the striker’s replacement should have chances. José Mourinho will want more from Romelu Lukaku but the Belgian’s struggles may continue. Wenger’s side have been growing stronger defensively and in doing so have kept three successive clean sheets. Graham Searles
2017-12-01,West Bromwich Albion,Crystal Palace,"Alan Pardew’s first game in charge of West Brom, perhaps inevitably, is against the last team he managed. Crystal Palace showed Pardew the door three days before Christmas last year as they struggled near the bottom of the league but the Baggies’ board clearly believe he has not lost all his powers of motivation and resuscitation as the festive programme approaches. Conrad Leach"
2017-12-02,AFC Bournemouth,Southampton FC,"Goals have been fairly scarce for both these sides so far, although Southampton did help themselves to four against Everton last weekend. Eddie Howe will be hoping Josh King – who currently has more goals for Norway (three) than Premier League goals (two) this season – finds form as he did in 2016-17 when 14 of his 16 Bournemouth strikes came after the start of December. Rich Flower"
2017-12-02,Manchester City,West Ham United,"If Pep Guardiola could choose a team against whom to try to gain a 20th win on the trot he might well pick West Ham. David Moyes’s side suffered a 4-0 humiliation at fellow-strugglers Everton in mid-week, which included Wayne Rooney’s wonder goal, and will surely not fancy facing Manchester City away. If Manchester United win at Arsenal on Saturday it may put some pressure on Guardiola’s side but, really, they should still defeat West Ham whatever may have happened. Jamie Jackson"
2017-12-08,Newcastle United,Leicester City,"Newcastle United hope to celebrate the 125th anniversary of their formation by arresting a dismal run which has seen them collect one point from six games. If the return of Christian Atsu - a winger possessing the pace collectively lacking in the side - and captain Jamaal Lascelles is welcome, Rafael Benitez’s players will need to be mindful of Leicester’s dangerous counter-attacking. With Sam Allardyce’s Everton in Toon on Wednesday and Mike Ashley having discussed a club sale over a Hampstead curry with Amanda Staveley this is a potentially pivotal week on Tyneside. Louise Taylor"
2017-12-08,Crystal Palace,AFC Bournemouth,"Roy Hodgson’s Crystal Palace are much improved and off the foot of the table – no mean feat since they are without an away league goal since April – but their precarious predicament means they cannot afford to pass up the chance to build on recent momentum against an inconsistent Bournemouth. The visitors have not lost at Selhurst Park since 1988 but, with Adam Smith suspended, will be wary of the threat posed by Wilfried Zaha with Palace having scored twice in each of their last four home games. Dominic Fifield"
2017-12-08,Swansea,West Bromwich Albion,Having gone bottom of the table Paul Clement will be desperate for a result against a West Brom side that have already pulled the trigger on their under-fire manager Tony Pulis. Alan Pardew has since stepped into the breach but on his last visit to Swansea a late collapse condemned his old Crystal Palace side to an astonishing 5-4 defeat – he’ll be hoping for better luck with his new club. Étienne Fermie
2017-12-08,Tottenham Hotspur,Stoke City,"Spurs are looking to end a run of four without a win in the Premier League as they welcome Stoke City to Wembley. Last week the Potters ended their own four-match sequence without a victory – but having lost their last three against Tottenham 4-0, could face the ignominy of becoming the first side in Premier League history to lose by four goals or more to a side four times in a row. Étienne Fermie"
2017-12-08,Huddersfield Town,Brighton & Hove Albion,"Two of the clubs promoted from the Championship last May can compare notes on how they are finding the Premier League – not too bad judging by their presence above the relegation zone. Huddersfield won this fixture 3-1 in February but on that occasion Izzy Brown was playing for the Terriers, on loan from Chelsea. Now on the south coast, Brown will line up for Brighton today. Paul Chronnell"
2017-12-08,Burnley FC,Watford,"The Premier League’s surprise duo meet at Turf Moor and eighth-placed Watford could draw level with their high-flying hosts with a victory. Both clubs have managed to hang on to their in-demand managers, Sean Dyche and Marco Silva, but the former has not been helped by the serious knee injury to Robbie Brady at Leicester last Saturday which could rule him out for the season. Paul Chronnell"
2017-12-08,West Ham United,Chelsea FC,"Although West Ham remain winless under David Moyes, who is set to keep Adrián in goal in place of Joe Hart, there were signs of improvement during last Sunday’s 2-1 defeat at Manchester City. West Ham still have plenty of injury concerns and Chelsea come into this match in excellent form. Eden Hazard could increase the suffering for Moyes’s strugglers. Jacob Steinberg"
2017-12-09,Liverpool FC,Everton FC,"A sense of calm may have descended on Everton after three consecutive wins and clean sheets but Anfield brings one of trepidation and not only on account of their appalling record across Stanley Park. Jürgen Klopp is the only Liverpool manager in history to win his first three derbies, his team have plundered 12 goals in two games and look perfectly equipped to prey on Everton’s many weaknesses. Sam Allardyce has a decent derby record overall but it will require a stunning transformation – from both sides – to trouble Liverpool’s unbeaten home run against their rivals, one that stands at 17 league games. Andy Hunter"
2017-12-09,Manchester United,Manchester City,"The showdown of the season so far. Despite each manager’s public platitudes José Mourinho and Pep Guardiola know a victory for their side will have a seismic effect on the title race. If the Portuguese’s Manchester United can cut the gap to five points it gives them belief and boosts Chelsea, who are a further three points back. Lose and the Catalan’s Manchester City would return to their base in the east of the city cock a-hoop due to a near four-wins advantage. Jamie Jackson"
2017-12-09,Southampton FC,Arsenal FC,"Recent games between these two sides on the south coast have produced some emphatic scorelines – Southampton won 4-0 on Boxing Day two years ago to throw Arsenal’s title challenge into disarray, but in two trips to St Mary’s in 2017, Arsenal have scored seven and conceded none. Mauricio Pellegrino is expected to stick with in-form striker Charlie Austin despite Shane Long recovering from a calf problem as he looks to improve that record. Arsène Wenger will be without defender Shkodran Mustafi but Theo Walcott, who scored a hat-trick against his former club in January’s FA Cup win, should be available despite a tight calf. Niall McVeigh"
2017-12-15,Manchester City,Tottenham Hotspur,"Manchester City have not beaten Tottenham Hotspur since May 2015, which means Pep Guardiola is yet to defeat Mauricio Pochetinno’s side since taking over. The smart money, though, says Saturday will be the day as City are 18 points better off and flying. If Spurs can worry the home side through pace, though, as Liverpool did in September before Sadio Mané’s sending off, they may have a chance of handing City a first league defeat. Jamie Jackson"
2017-12-15,Leicester City,Crystal Palace,"Leicester City and Crystal Palace are on fine runs of form and the latter would get out of the bottom three, for a day at least, with a draw. A problem Roy Hodgson has to solve though is Palace’s goal tally of zero from eight away games. Leicester, meanwhile, have only failed to score once at home this season against Manchester City. Hodgson should be very wary of baiting Claude Puel’s revitalised Foxes. Graham Searles"
2017-12-15,Chelsea FC,Southampton FC,"Antonio Conte expects to “suffer” against Southampton, which was a surprising choice of words before the visit of a team thrashed at home in midweek by Leicester. Yet Chelsea expect their visitors to be stung by that loss, and therefore much improved from the lethargic mishmash which succumbed too easily on the south coast. “The coach, the club, the players don’t want to extend a bad run, and will want to give a response against a team like Chelsea,” said Conte. “Manchester City only beat them recently in the 96th minute.” The champions will be wary. Dominic Fifield"
2017-12-15,Arsenal FC,Newcastle United,"Rafael Benítez has tried everything in recent games – different formations, different personnel – and the captain, Jamaal Lascelles, admitted there had been harsh words after Wednesday’s loss to Everton. But Newcastle United have been unable to stop their slump; it is now seven defeats in eight and, unsurprisingly, the nerve ends on Tyneside are raw. A visit to Arsenal does not seem like the best medicine but Arsène Wenger’s side are also jittery. David Hytner"
2017-12-15,Brighton & Hove Albion,Burnley FC,Brighton are experiencing their first rocky patch since coming up and after such a good start have begun to look rather like a promoted side – conceding sloppy goals and failing to put chances away. The latter is a particular concern; their only goal in the past five games has come from the penalty spot and Burnley will take some imagination to break down. Sean Dyche and company have set a standard for teams in Albion’s position: at worst Saturday may be a useful learning exercise. Nick Ames
2017-12-15,Stoke City,West Ham United,"The league’s most porous defences meet but, as if by magic, West Ham United’s has dramatically improved of late. They have kept two consecutive clean sheets since Joe Hart vanished from the goalmouth. David Moyes will be delighted those blanks took four points from meetings with Chelsea and Arsenal but should also be wary of his side’s confidence growing too rapidly. Stoke City have no such conjuring to call on and fans will fear their record-worst start to a Premier League season rolls on. Could Tony Pulis be on his way back to the Potteries? Graham Searles"
2017-12-15,Watford,Huddersfield Town,Watford are in a tough spot with a large number of injured players combined with Tom Cleverley and Marvin Zeegelaar missing through suspension. David Wagner will definitely be looking to pounce on Marco Silva’s misfortune as Huddersfield could do with a win. But that could prove challenging. Wagner’s side have not scored an away goal since the opening day. Graham Searles
2017-12-16,West Bromwich Albion,Manchester United,"West Bromwich Albion’s wait for a win has continued under Alan Pardew and will stand at a heady four months if unsuccessful against Manchester United. The vast amount of draws accrued are keeping their heads narrowly above water, just. United have to win to maintain hopes of another league title but the side’s performance may be affected before kick-off should Manchester City beat Tottenham on Saturday. Graham Searles"
2017-12-16,AFC Bournemouth,Liverpool FC,"For Jürgen Klopp, a trip to Bournemouth is a headache his Liverpool side could probably do without. After stuttering to draws at home to Everton and then West Bromwich Albion, they now face Eddie Howe’s side, who on home turf have a habit of giving the bigger sides a fright – if not worse – as in this fixture last season when Bournemouth came from 3-1 behind to take victory. Klopp could again make changes – Simon Mignolet may return in goal – while Howe, too, has said he will rotate owing to the hectic festive schedule. Ben Fisher"
2017-12-16,Everton FC,Swansea,"Five games without defeat have elevated Everton’s position and mood under Sam Allardyce and with Yannick Bolasie available for the first time in 12 months, the new manager’s options are improving too. How Paul Clement could do with a similar turnaround. Swansea remain bottom of the table following a lesson by Manchester City, although they are not the only team to suffer that fate this season, and have not won away in the league since August. Their recent home win over West Bromwich Albion, however, demonstrates there can be no complacency at Goodison Park. Andy Hunter"
2017-12-22,West Ham United,Newcastle United,"West Ham have climbed out of the bottom three after picking up seven points from their past three games and another win against Newcastle United at the London Stadium will bolster the belief they were right to hire David Moyes. They are without the suspended Manuel Lanzini, however, and the Argentinian’s absence will give Newcastle hope of ending their winless run. Jacob Steinberg"
2017-12-22,Southampton FC,Huddersfield Town,"This could prove to be a pivotal game for Mauricio Pellegrino. His team are in 12th place but only three points above the relegation zone, with trips to Wembley and Old Trafford up next. They face a Huddersfield side capable of punishing out-of-form hosts, as they showed last week against Watford. Pellegrino is without both first choice fullbacks, with Cédric Soares and Ryan Bertrand both injured in the midweek defeat to Chelsea, while top scorer Charlie Austin is likely to return up front. Niall McVeigh"
2017-12-22,Burnley FC,Tottenham Hotspur,"Burnley could not have imagined when drawing at Wembley in August that they would be higher in the table than Tottenham when the return fixture came around. The visitors will be anxious to put the 4-1 defeat at Manchester City on their last trip to the north west behind them, while the home side will be missing ever-present James Tarkowski for the next three matches, the defender having picked up a retrospective ban for elbowing Glenn Murray at Brighton. Paul Wilson"
2017-12-22,Leicester City,Manchester United,"Two sides eliminated from the League Cup meet with most of United’s players well rested after missing the defeat at Bristol City and a road trip back which arrived at 5am. Leicester had to go to extra time against Manchester City and Claude Puel feels they were unlucky to lose on penalties though the culprits, Jamie Vardy and Riyad Mahrez, only featured for an hour in total. Mark Tallentire"
2017-12-22,Stoke City,West Bromwich Albion,Mark Hughes may be confident he will still be in charge if Stoke City lose to West Bromwich Albion but one thinks the last chance saloon could run dry if the Welshman suffers a fourth successive defeat. Alan Pardew desperately needs a win of his own as the Baggies sit second from bottom showing promise but little end product. Jonny Evans thinking of potential pastures new could provide Stoke with a vital inroad. Graham Searles
2017-12-22,Swansea,Crystal Palace,Leon Britton takes charge as caretaker player-manager against Crystal Palace but will be able to help struggling Swansea only from the dugout owing to a calf injury. A repeat of last year’s epic 5-4 win seems unlikely as the home side have scored just 10 goals in 18 matches – half as many as this time last season – and face Roy Hodgson’s rebuilt Palace rather than Alan Pardew’s derelict defence. Graham Searles
2017-12-22,Everton FC,Chelsea FC,"The third meeting between the clubs this season sees Antonio Conte facing a third different Everton manager, and a different proposition now that Sam Allardyce is at the helm. Eden Hazard may lead the Chelsea attack with Álvaro Morata suspended after collecting a fifth booking of the campaign in midweek for celebrating his wife’s pregnancy. Everton’s new manager made no apologies for an ultra-defensive display away at Liverpool recently but whether another can be deployed at Goodison Park in a bid to protect his unbeaten start is questionable. Andy Hunter"
2017-12-22,Manchester City,AFC Bournemouth,"August’s reverse fixture featured Raheem Sterling’s last-gasp winner, the first of Manchester City’s record run of 16 Premier League wins. Now though it would be a major surprise if Bournemouth were able to escape the Etihad Stadium with a draw. City are so supreme at present that, if Eddie Howe’s side do take all three points they will have produced a shock of giant-killing dimension. Jamie Jackson"
2017-12-22,Brighton & Hove Albion,Watford,"Brighton are in need of a win and this could be a perfect opportunity. Watford’s early lustre under Marco Silva has faded; they have lost four of their past five – seven of their past 10, looking further back – and among today’s long list of absentees is the influential Abdoulaye Doucouré. Chris Hughton must make one change himself, with the centre-back Shane Duffy suspended, and the home side will hope to build on last weekend’s good showing against Burnley in their bid to avoid a harsh winter. Nick Ames"
2017-12-29,Huddersfield Town,Burnley FC,"Huddersfield seem to have refound some of their early season form and will hope to catch Burnley still reeling from their agonising draw at Old Trafford. However, Sean Dyche has to show that their is only so much romance to go around in the Premier League with a typical ruthlessly efficient win. Three points maintains their Champions League tilt. Admit it, we all want to see Burnley v Barcelona next season. Graham Searles"
2017-12-29,Liverpool FC,Leicester City,"The world’s most expensive defender, Virgil van Dijk, is expected to observe proceedings from the directors’ box at Anfield before officially completing his £75m transfer from Southampton on Monday. While all eyes strain for a sight of Liverpool’s statement of intent, however, Jürgen Klopp’s focus will be on breaking a barren run against Claude Puel. The Leicester City manager was unbeaten in four meetings with Liverpool while at Southampton last season and will be seeking defensive improvement after four games without a win. Andy Hunter"
2017-12-29,Manchester United,Southampton FC,"Whatever José Mourinho says about not having enough money – a £261m spend, anyone? – the bottom line is Manchester United are 15 points behind rivals Manchester City after 20 games. It means the title is all but over and so the manager’s job is to ensure United finish second. At the moment they are a point ahead of Chelsea so victory over Southampton is essential. Jamie Jackson"
2017-12-29,Watford,Swansea,Carlos Carvalhal takes charge of his first game as the Swansea City manager with the huge task of avoiding relegation on his hands. Lightning will need to strike twice for Swansea as they were bottom at this stage of the season last year. Watford arrested their terrible run last time out and Marco Silva will want to build on that 2-1 Boxing Day home win against Leicester City on Saturday. Graham Searles
2017-12-29,Newcastle United,Brighton & Hove Albion,"Last season’s Championship top two have enjoyed similar fortunes in the Premier League, with both starting well before fading and then steadying themselves with a victory just before Christmas. Newcastle, only one point above the bottom three at the start of the weekend, will climb above Brighton if they repeat their 2-0 victory from the last time they faced Chris Hughton’s side at St James’ Park. Rich Flower"
2017-12-29,AFC Bournemouth,Everton FC,"Eddie Howe will hope Bournemouth can build on Callum Wilson’s controversial late equaliser on Boxing Day against Everton, unbeaten since their last trip to the south coast – a harrowing 4-1 defeat at Southampton prior to Sam Allardyce’s appointment as manager. A Bournemouth team with severe injury problems have not tasted victory since November while Everton are looking for a first win in three before facing Manchester United and Liverpool next week. Ben Fisher"
2017-12-29,Chelsea FC,Stoke City,"Stoke City, with a solitary away win to their name all season, travel to Stamford Bridge severely depleted defensively in the absence of Kurt Zouma, Ryan Shawcross and Bruno Martins Indi. The Premier League champions are 16 points behind Manchester City and their domestic season is now a sprint towards Champions League qualification. Antonio Conte’s slightly rejigged team are seeking a 10th win in 13 matches and an eighth in succession at home. Momentum must be maintained before next week’s visit to Arsenal. Dominic Fifield"
2017-12-30,West Bromwich Albion,Arsenal FC,"West Bromwich Albion know how to beat Arsenal. Fire as many balls into the box as often as possible from wide areas, set pieces, goal kicks and throw-ins. Why not even punt it in from kick-off? Arsène Wenger’s lamentable defence has no answer for such tactics at present and concede more than two goals on average in the league when they are breached. Fortunately Wenger still has Mesut Özil and Alexis Sánchez to bail him out of trouble. Graham Searles"
2017-12-30,Crystal Palace,Manchester City,"It is hard to predict anything other than Manchester City celebrating a 19th consecutive victory. The runaway leaders have won six of their past seven games at Selhurst Park in all competitions and will confront a depleted Crystal Palace side with Roy Hodgson sure to rest players before Tuesday’s trip to Southampton. Quite why that fixture could not have been moved back a day remains a mystery, but bBe braced for Hodgson’s pragmatism to prompt another round of knee-jerk accusations that the Premier League is becoming increasingly uncompetitive. Dominic Fifield"
2018-01-12,Tottenham Hotspur,Everton FC,"Defensive stability? Yes. Free-flowing, attacking prowess? No. Sam Allardyce has done what he needed to do and what was expected of him since taking charge at Everton but even he says his team have not been good enough in the final third. The manager hopes the £27m signing of Cenk Tosun can help – the striker scored against Tottenham for his previous club, Besiktas, in the Europa League in 2014. Tottenham, by contrast, are in form and scoring goals. David Hytner"
2018-01-12,Crystal Palace,Burnley FC,"Roy Hodgson must be wondering what he has done to deserve such rotten luck. Despite transforming Crystal Place’s fortunes since his arrival in September, the former England manager is now confronted with a mounting injury list that has left his squad looking extremely threadbare. Jeffrey Schlupp and Andros Townsend are the latest to miss out, while Burnley counterpart Sean Dyche must make do without top scorer Chris Wood as his side return to London having already beaten Chelsea and drawn with Tottenham in this campaign. Ed Aarons"
2018-01-12,Chelsea FC,Leicester City,"It looks like N’Golo Kanté will not be getting a third successive Premier League winner’s medal this May, but the Frenchman remains vital to the reigning champions Chelsea and very much missed by their predecessors, Leicester. Claude Puel has revitalised the Foxes and in particular Jamie Vardy, who will look to exploit a Chelsea defence feeling the strain of being in four competitions. Paul Chronnell"
2018-01-12,Newcastle United,Swansea,Rafael Benítez is still in the dark about his January transfer budget and does not sound tremendously optimistic about the prospect of actually signing any players this month. Throw in mounting uncertainties about Newcastle’s mooted takeover and Benítez looks to have almost as many problems as Swansea’s Carlos Carvalhal before a relegation six-pointer both managers could desperately do with winning. Potentially key sub-plots include Jonjo Shelvey’s performance against the club he left amid talk of dressing room disruption in south Wales. Louise Taylor
2018-01-12,West Bromwich Albion,Brighton & Hove Albion,West Bromwich Albion finally ended their marathon run without a win in all competitions last time out but that was against League Two’s Exeter. Alan Pardew has an ideal chance to build on that against Brighton and to spark a revival as Chris Hughton’s side have scored just five goals on the road this season. Hughton will likely want to stifle West Brom as a result to maintain his side’s course for safety. Graham Searles
2018-01-12,Huddersfield Town,West Ham United,"Huddersfield have not won in the league since their impressive 4-1 victory at Watford on 16 December but their manager, David Wagner, has acted quickly to address any danger of a slump in form by freshening up his squad with the signings of Terence Kongolo and Alex Pritchard. Both are expected to make their debuts against a West Ham side who have fitness doubts over several key players. Rich Flower"
2018-01-12,Watford,Southampton FC,"Two points from six games sees Southampton sit bottom of the Premier League form table but Watford are only one point and one place ahead of them. Marco Silva, who spoke to the Saints before taking the Watford job in May, has a little more credit in the bank but another defeat for Mauricio Pellegrino could see him gone by the time the sides meet again in the FA Cup in two weeks’ time. Paul Chronnell"
2018-01-13,AFC Bournemouth,Arsenal FC,"How Arsène Wenger, who will again be peering from the stands, would love a victory after the nightmare in Nottingham. Arsenal are winless in four in all competitions – their longest barren run since a streak of five starting in February 2016 – and that could easily continue. Eddie Howe can count on making chances with ease against Wenger’s notional defence and that could be enough as the burden of Arsenal’s successes may no longer be able to lie squarely on Alexis Sánchez’s shoulders. The dream of an easier life in Manchester may prove too much of a distraction even if he does play. Graham Searles"
2018-01-13,Manchester United,Stoke City,"José Mourinho, fresh from Manchester United’s break in Dubai, was in relaxed form before Stoke City’s visit. Yet by Monday night his team could be a gaping 18 points behind Manchester City should Pep Guardiola’s side defeat Liverpool. If so, the rest of the season could start to feel particularly embarrassing for Mourinho and his club should City continue to stretch their lead. Jamie Jackson"
2018-01-13,Liverpool FC,Manchester City,"Jürgen Klopp starts life without Philippe Coutinho with a request that Anfield forgets the departed Brazilian and concentrates on avenging September’s 5-0 defeat at the Etihad Stadium instead. A key date in the season for both clubs, he says. “City used the momentum and we suffered,” the Liverpool manager said. “We should try to draw a different picture.” Klopp’s side have the form to threaten the league leader’s unbeaten start to the season, having not lost themselves in 13 league games, and City have not won at Anfield since May 2003. The Premier League expects a treat. Andy Hunter"
2018-01-19,Stoke City,Huddersfield Town,"Stoke City need the fabled new manager bounce as they fight to remain in the top flight for a 10th successive season. Alex Pritchard made an impact from the bench on his home debut for Huddersfield and will be looking to expose Stoke’s porous defence. The home side have the worst goal difference in the league, while the visitors have fared only marginally better on that front. Both managers will therefore see this as a winnable game. Reuben Pinder"
2018-01-19,Manchester City,Newcastle United,"Three weeks after a sole Raheem Sterling strike won the reverse fixture Pep Guardiola’s side welcome Newcastle United. As Manchester United are at Burnley for a 3pm start a win would cut the gap to nine points and maybe – just maybe – apply some kind of pressure on Manchester City. Yet given how relentless the leaders are there will, surely, be only one winner. Jamie Jackson"
2018-01-19,Everton FC,West Bromwich Albion,"Boosted by their January recruits, Everton will see this match as an opportunity to turn a poor run of form around. Theo Walcott will add some much needed pace and will oppose his former team-mate Kieran Gibbs. West Brom picked up three crucial points against fellow strugglers Brighton last time out and must go into this game with the same positive approach. A win could move Alan Pardew’s side to 17th, should Southampton lose to Tottenham at St Mary’s. Reuben Pinder"
2018-01-19,Burnley FC,Manchester United,"While the Alexis Sánchez saga continues, Manchester United must put that to one side as they travel to Turf Moor hoping to continue their seven game unbeaten run in the league. The reverse fixture on Boxing Day saw Sean Dyche’s side take a two goal lead at Old Trafford, before Jesse Lingard salvaged a point for United with two goals. Lingard’s heroics have become a recurring theme for José Mourinho’s team, but Burnley have not won at home since early December so the England international may not be leaned on quite as heavily. Reuben Pinder"
2018-01-19,Leicester City,Watford,"Claude Puel says it will be “the beginning of the end” if Leicester start thinking of trying to qualify for the Europa League, although their supporters could be forgiven for wondering if that is a possibility, especially if the team can maintain the sort of form they showed against Chelsea last Saturday. Watford, on the face of it, should be obliging opponents for Leicester. Marco Silva’s side have been in freefall, with their only victory in their past 10 Premier League games coming against Leicester on Boxing Day. Stuart James"
2018-01-19,West Ham United,AFC Bournemouth,"While both sides remain in a relegation battle, the winner of this game could be in ninth place at the end of the weekend. Such are the fine margins in the Premier League’s crammed lower reaches. West Ham are on an upward trajectory after thrashing Huddersfield Town and will be confident of gaining revenge for Callum Wilson’s controversial equaliser in their 3-3 draw with Bournemouth on Boxing Day. Yet the visitors are only a point behind David Moyes’s side after their battling win over Arsenal. It could be a nervy afternoon. Jacob Steinberg"
2018-01-19,Arsenal FC,Crystal Palace,Arsène Wenger has described the current January window as the most disturbing and destabilising he has known and the noises around a clutch of transfer and contractual situations remain loud. Arsenal must block them out against Roy Hodgson’s resurgent Crystal Palace. What was most disturbing for Wenger’s team in last Sunday’s defeat at Bournemouth was the sterile possession and lack of creativity. Palace will look to be compact. Arsenal must find the answers. David Hytner
2018-01-20,Swansea,Liverpool FC,"Carlos Carvalhal strayed into “David and Goliath” territory when he was talking about this fixture, which provides a measure of what he feels Swansea are up against. Liverpool put five past them on Boxing Day, two days before Carvalhal was appointed, and their 4-3 victory over Manchester City last weekend provided more evidence of their devastating attacking ability. Mohamed Salah has recovered from illness in time to face Swansea and Virgil van Dijk is also available again. Renato Sanches is back in contention for Swansea. Stuart James"
2018-01-20,Southampton FC,Tottenham Hotspur,"There is little reason for optimism among Southampton fans before this fixture. Tottenham are unbeaten in five while Southampton’s winless league run stretches to 10 games – including a 5-2 Boxing Day thrashing by Spurs. The home side’s only win over Spurs since returning to the Premier League came in May 2016, and was also their last league win over a side in the current top six. Mauricio Pellegrino’s focus now is on the bottom six – Southampton play the other five teams presently in that bracket in the next seven games, so anything gained on Sunday will be a bonus. Niall McVeigh"
2018-02-02,Leicester City,Swansea,"A match that threatens to be overshadowed by the absence of Riyad Mahrez, who has not reported for training at Leicester since he missed out on a move to Manchester City and will play no part here. How unsettling that whole episode has been for Leicester, who are unbeaten at home since mid-December, remains to be seen. Swansea are unlikely to be able to call on new-signing Andre Ayew, who is a major doubt, but Carlos Carvalhal’s side will travel with confidence after back-to-back wins over Liverpool and Arsenal. Stuart James"
2018-02-02,Burnley FC,Manchester City,Burnley are still seventh in the table and best of the rest even if Sean Dyche’s side have now gone eight league matches without a win and will be hard pushed to buck that trend against Manchester City – who beat them 4-1 in the FA Cup last month. The runaway leaders can expect a tough game but should have more than enough attacking invention to prevail despite not signing Riyad Mahrez. Paul Wilson
2018-02-02,Arsenal FC,Everton FC,It will certainly be strange to see Theo Walcott in an Everton shirt at the Emirates but plenty has changed for Arsenal after a frenetic January. The hope is the shake-up can re-energise the club. One thing Arsène Wenger wants to maintain is his side’s impressive home form. He is vexed by the wild contrast to their away results. Walcott may fancy vexing him some more after helping Everton to end a wretched run on Wednesday with two goals in the win over Leicester City. David Hytner
2018-02-02,Manchester United,Huddersfield Town,"After the mid-week 2-0 humbling from Tottenham, Manchester United face a side they were poor against earlier in the season, Huddersfield Town, losing 2-1 in October’s reverse fixture. That had been United’s worst performance until the defeat at Wembley and as they are only five points better off than Spurs in fifth, the demand is to bounce straight back and claim victory as Champions League qualification is the absolute minimum required. Jamie Jackson"
2018-02-02,AFC Bournemouth,Stoke City,"A brilliant victory at Stamford Bridge on Wednesday pushed Bournemouth into the top half of the Premier League but results at home will be crucial for them guaranteeing their top-flight status. Eddie Howe’s side face Stoke City, who could hand new recruit, the Senegalese midfielder Badou Ndiaye, his debut. Bournemouth have lost just once since Christmas but Howe is not one to get carried away. ”You have to put yourself in the now and my job today is to take the focus onto another tough game.” Ben Fisher"
2018-02-02,West Bromwich Albion,Southampton FC,"West Brom are bottom of the table and cannot afford to lose to Southampton who also reside in the relegation zone. Alan Pardew simply needs his side to score more goals and the manager will hope Daniel Sturridge’s finishing can instantly fill the void. Mauricio Pellegrino is unlikely to be too worried though as Sturridge has scored twice this season. A fourth consecutive draw, while not ideal, would keep Saints firmly within the large pack of teams that are all in danger. Graham Searles"
2018-02-02,Brighton & Hove Albion,West Ham United,"Brighton have only claimed victory three times at home this season and their position is beginning to look complicated. The visit of West Ham, blighted by injury and off-field problems, looks like a good opportunity to end their six-match winless run. Record signing Jürgen Locadia is not ready for involvement just yet, although he has begun training, but Leonardo Ulloa should get some minutes on returning to his old home. Brighton are approaching the stage where they need a hero, and perhaps the Argentinian will be that man. Nick Ames"
